Day;Month;Year;Plot;Subplot;Group;Order;Family;Genus;Species;raw_species_id;number_animal;Plant;Plant_Simple;Jar;Time;comments;;
26;3;2019;9;D1;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;POMA;POMA;;12:34;;;
26;3;2019;9;D2;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;POMA;POMA;;12:34;;;
26;3;2019;9;D2;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;2;PAIN;PAIN;;12:34;;;
26;3;2019;9;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;12:34;;;
26;3;2019;9;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;12:34;;;
26;3;2019;9;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;POMA;POMA;;12:34;;;
26;3;2019;9;D3;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;POMA;POMA;;12:34;;;
26;3;2019;9;D4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;POMA;POMA;;12:34;;;
26;3;2019;9;D4;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;POMA;POMA;;12:34;;;
26;3;2019;9;D4;Beetles;Coleoptera;Coccinellidae;NA;NA;Coccinellidae;1;POMA;POMA;;12:34;;;
26;3;2019;9;D6;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;SOAS;SOAS;;12:34;;;
26;3;2019;9;E1;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;POMA;POMA;;12:34;;;
26;3;2019;9;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;12:34;;;
26;3;2019;9;E3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;12:34;;;
26;3;2019;9;E3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;7;POMA;POMA;;12:34;;;
26;3;2019;9;E4;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;POMA;POMA;;12:34;;;
26;3;2019;9;E4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;SOAS;SOAS;;12:34;;;
26;3;2019;9;E4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;SOAS;SOAS;;12:34;;;
26;3;2019;9;E5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;10;POMA;POMA;;12:34;;;
26;3;2019;9;E6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;POMA;POMA;;12:34;;;
26;3;2019;9;F2;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;PAIN;PAIN;;12:34;;;
26;3;2019;9;F2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;12:34;;;
26;3;2019;9;F2;Beetles;Coleoptera;Coccinellidae;NA;NA;Coccinellidae;1;LEMA;LEMA;;12:34;;;
26;3;2019;9;F3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;17;POMA;POMA;;12:34;;;
26;3;2019;9;F3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;POMA;POMA;;12:34;;;
26;3;2019;9;F4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;MESU;MESU;;12:34;;;
26;3;2019;9;F4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;BEMA;BEMA;;12:34;;;
26;3;2019;9;F4;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;NA;NA;;12:34;;;
26;3;2019;9;F4;Beetles;Coleoptera;Coccinellidae;NA;NA;Coccinellidae;3;BEMA;BEMA;;12:34;;;
26;3;2019;9;F5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;12:34;;;
26;3;2019;9;F5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;12:34;;;
26;3;2019;9;F6;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;BEMA;BEMA;;12:34;;;
26;3;2019;9;F6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;MESU;MESU;;12:34;;;
2;4;2019;1;A2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;A3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;A3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;6;LEMA;LEMA;;9:40;;;
2;4;2019;1;A5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A5;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;A6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;A6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;A6;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;B1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;B2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;B2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;B2;Beetles;Coleoptera;Oedemeridae;NA;NA;Oedemeridae;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;B3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;B3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;HOMA;HOMA;;9:40;;;
2;4;2019;1;B4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;B4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;B4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;B5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;HOMA;HOMA;;9:40;;;
2;4;2019;1;B5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;B5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;B6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;B6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;9:40;;;
2;4;2019;1;C1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;C2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;C2;Caterpillars;Lepidoptera;NA;NA;NA;Lepidoptera;1;HOMA;HOMA;;9:40;Photo Clem;;
2;4;2019;1;C3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;4;LEMA;LEMA;;9:40;;;
2;4;2019;1;C3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;C4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;9:40;;;
2;4;2019;1;C4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;C5;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;C5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;C5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;HOMA;HOMA;;9:40;;;
2;4;2019;1;C6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;4;LEMA;LEMA;;9:40;;;
2;4;2019;1;C6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;6;HOMA;HOMA;;9:40;;;
2;4;2019;1;D1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;D2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;D2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;D2;Caterpillars;Lepidoptera;Lasiocampidae;Lasiocampa;Lasiocampa_trifolii;Lasiocampa_trifolii;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;D4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;9:40;;;
2;4;2019;1;D4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;HOMA;HOMA;;9:40;;;
2;4;2019;1;D5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;7;LEMA;LEMA;;9:40;;;
2;4;2019;1;D5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;9:40;;;
2;4;2019;1;D5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;D6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;D6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;5;HOMA;HOMA;;9:40;;;
2;4;2019;1;E1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;E2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;4;LEMA;LEMA;;9:40;;;
2;4;2019;1;E3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;E3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;E3;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;HOMA;HOMA;;9:40;;;
2;4;2019;1;E4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;E4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;9:40;;;
2;4;2019;1;E4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;E5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;HOMA;HOMA;;9:40;;;
2;4;2019;1;E5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;7;LEMA;LEMA;;9:40;;;
2;4;2019;1;E6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;4;LEMA;LEMA;;9:40;;;
2;4;2019;1;E6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESP;MESU;;9:40;;;
2;4;2019;1;E6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;5;LEMA;LEMA;;9:40;;;
2;4;2019;1;F1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;5;LEMA;LEMA;;9:40;;;
2;4;2019;1;F2;Beetles;Coleoptera; Nitidulidae;Brassicogethes;NA;Brassicogethes;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;F2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;4;LEMA;LEMA;;9:40;;;
2;4;2019;1;F2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;F3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;F3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;HOMA;HOMA;;9:40;;;
2;4;2019;1;F3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;F4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;9:40;;;
2;4;2019;1;F5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;5;HOMA;HOMA;;9:40;;;
2;4;2019;1;F5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;F6;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;LEMA;LEMA;;9:40;;;
2;4;2019;1;F6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;9:40;;;
2;4;2019;1;F6;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;9:40;;;
2;4;2019;2;A1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;10:00;;;
2;4;2019;2;A1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;A2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;A2;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;A3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;A4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;A4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;A5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;10:00;;;
2;4;2019;2;A6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;10:00;10:00AM Wet morning; lots of condensation and fog.;
2;4;2019;2;A6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;A6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;B1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;10:00;;;
2;4;2019;2;B1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;B2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;B2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;10:00;last years HOMA;;
2;4;2019;2;B4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;B4;Grasshoppers;Orthoptera;Tettigoniidae;NA;NA;Tettigoniidae;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;B5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;10:00;;;
2;4;2019;2;B5;Snails;Gastropoda;Helicidae;Theba;Theba_pisana;Theba_pisana;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;B6;Grasshoppers;Orthoptera;NA;NA;NA;Orthoptera;1;HOMA;HOMA;1BP 2/4;10:00;;;
2;4;2019;2;B6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;C1;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;C2;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;LEMA;LEMA;;11:00;;;
2;4;2019;2;C1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;C3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;C3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;MESU;MESU;;10:00;;;
2;4;2019;2;C3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;C4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;C4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;C5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;HOMA;HOMA;;10:00;;;
2;4;2019;2;C6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;C6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;C6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;HOMA;HOMA;;10:00;;;
2;4;2019;2;D1;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;D2;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;D2;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;D3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;MESU;MESU;;10:00;;;
2;4;2019;2;D4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;D4;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;HOMA;HOMA;;10:00;;;
2;4;2019;2;D4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;D5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;MESU;MESU;;10:00;;;
2;4;2019;2;D5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;D6;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;D6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;D6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;E2;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;MESU;MESU;;10:00;;;
2;4;2019;2;E2;Beetles;Coleoptera;Cantharidae;NA;NA;Cantharidae;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;E4;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;LEMA;LEMA;1BP 2/4;10:00;;;
2;4;2019;2;E4;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;LEMA;LEMA;1BP 2/4;10:00;;;
2;4;2019;2;E5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;E5;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;E6;Beetles;Coleoptera;NA;NA;NA;Coleoptera;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;E6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;E6;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;F1;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;F2;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;F3;Snails;Gastropoda;Geomitridae;Cochlicella;Cochlicella_barbara;Cochlicella_barbara;1;LEMA;LEMA;;10:00;;;
2;4;2019;2;F4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;10:00;;;
2;4;2019;2;F5;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;F6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;2;LEMA;LEMA;;10:00;;;
2;4;2019;2;F6;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;HOMA;HOMA;;10:00;;;
2;4;2019;2;F6;Beetles;Coleoptera;Nitidulidae;Brassicogethes;NA;Brassicogethes;2;LEMA;LEMA;;10:00;;;
2;4;2019;3;A2;Beetles;Coleoptera;Melyridae;Malachius;Malachius_bipustulatus;Malachius_bipustulatus;1;HOMA;HOMA;;10:20;;;
2;4;2019;3;A3;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;3;LEMA;LEMA;;10:20;;;
2;4;2019;3;A4;Beetles;Coleoptera;Melyridae;Psilothrix;Psilothrix_viridicoerulea;Psilothrix_viridicoerulea;1;LEMA;LEMA;;10:20;;;
