Day,Month,Year,Plot,Subplot,Type,Group,Order,Family,Genus,Species,raw_species_id,Aspect,Stage,number_animal,Plant,Jar,Time,Observers,Weather,comments
10,3,2020,6,D3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,D2,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,D2,P,Mantis,Dictyoptera,Mantidae,NA,NA,Mantis_ootheca,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,D2,H,Caterpillar,Lepidoptera,Geomitridae,NA,NA,Geometridae,Caterpillar,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,naked grey caterpillar
10,3,2020,6,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,7,Stick,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,8,Stick,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F2,H,Beetle,Coleoptera,Elateridae,NA,NA,Elateridae,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F2,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F3,P,Spider,Araneae,NA,NA,NA,Araneae,NA,NA,1,Stick,,12:05:00,M,So windy/Sunny,Spiderman spider_photo
10,3,2020,6,F3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Salicornia,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F3,P,Mantis,Dictyoptera,Mantidae,Apteromantis,Apteromantis_aptera,Apteromantis_aptera,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F5,H,Beetle,Coleoptera,Nitidulidae,Brassicogethes,NA,Brassicogethes,NA,NA,1,LEMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:05:00,M,So windy/Sunny,
10,3,2020,6,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,6,Stick,,12:05:00,M,So windy/Sunny,
5,3,2020,2,B1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,B2,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,B5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D1,P,Spider,Araneae,Sparassidae,Micrommata,Micrommata ligurina,Micrommata_ligurina,NA,NA,1,Ground,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D3,P,Spider,Araneae,Sparassidae,Micrommata,Micrommata ligurina,Micrommata_ligurina,NA,NA,1,Ground,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D3,H,Beetle,Coleoptera,Cantharidae,Cantharis,NA,Cantharis_sp,NA,NA,1,LEMA,02_05_03,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D4,P,Spider,Araneae,NA,NA,NA,spider_web,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D4,D,Slater,Isopoda,NA,NA,NA,Isopoda,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,D6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,F1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,F3,H,Beetle,Coleoptera,Elateridae,NA,NA,Elateridae,NA,NA,1,Dry_HOMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,F4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,F5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,6,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,2,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,LEMA,,10:43:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B1,H,Beetle,Coleoptera,Elateridae,NA,NA,Elateridae,NA,NA,1,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B1,H,Bug,Hemiptera,Miridae,NA,NA,Miridae,NA,Nymph,1,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B2,D,Slater,Isopoda,NA,NA,NA,Isopoda,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,B6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D4,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,D6,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,3,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F4,D,Slater,Isopoda,NA,NA,NA,Isopoda,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F4,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,3,F6,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,HOMA,,11:14:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B1,H,Beetle,Coleoptera,Elateridae,NA,NA,Elateridae,NA,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B2,P,Spider,Araneae,Sparassidae,Micrommata,Micrommata ligurina,Micrommata_ligurina,NA,NA,1,Ground,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B3,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B4,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B4,D,Slater,Isopoda,NA,NA,NA,Isopoda,NA,NA,1,Ground,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,B6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,3,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,D3,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,D4,H,Grasshoppers,Orthoptera,Acrididae,Aiolopus,Aiolopus_strepens,Aiolopus_strepens,NA,NA,1,Dry_HOMA,01_05_03,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,D6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,D6,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,F1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,F3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,f4,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,F5,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,1,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,11:51:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,B1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,2,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,B1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,LEMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,6,Salicornia,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,B3,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,B3,H,Beetle,Coleoptera,Melyridae,Malachius,NA,Malachius,NA,NA,1,Dry_HOMA,04_05_03,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,B6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,9,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Salicornia,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Salicornia,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D5,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,4,Dry_HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,D6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,F2,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,5,Salicornia,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,F3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Salicornia,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,F4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,F5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,5,HOMA,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,4,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Salicornia,,12:24:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B2,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B3,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,LEMA,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B4,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,LEMA,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B5,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Salicornia,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,B6,P,Spider,Araneae,Araneidae,Agalenatea,Agalenatea_redii,Agalenatea_redii,NA,NA,1,Stick,picture,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,D1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,LEMA,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,D2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,D4,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Salicornia,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,D4,H,Beetle,Coleoptera,Melyridae,Psilothrix,Psilothrix_viridicoerulea,Psilothrix_viridicoerulea,NA,NA,1,cHFU,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,D5,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,D5,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,4,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F2,H,Snail,Gastropoda,Helicidae,Theba,Theba_pisana,Theba_pisana,NA,NA,1,Salicornia,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F2,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Salicornia,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F3,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F3,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,2,Ground,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F5,D,Slater,Isopoda,NA,NA,NA,Isopoda,NA,NA,1,Ground,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F6,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,10,Stick,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,9,F6,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Ground,,14:54:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B1,H,Caterpillar,Lepidoptera,Lasiocampidae,Lasiocampa,Lasiocampa_trifolii,Lasiocampa_trifolii,Caterpillar,NA,1,Dry_HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B1,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,2,Dry_HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B2,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B3,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,Dry_HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
5,3,2020,5,B4,H,Snail,Stylommatophora,Geomitridae,Cochlicella,Cochlicella_barbara,Cochlicella_barbara,NA,NA,1,HOMA,,12:45:00,Lisa,Windy/Cloudy/cold,
